custom_lambda_0.0022 Coefficients
==================================================
Bias Term      : 0.007706
V2675          : 0.005197
V2676          : 0.012625
V2677          : 0.004155
V2678          : 0.003515
V2679          : 0.004625
V2680          : 0.004500
V2681          : 0.008194
V2682          : -0.006497
V2683          : -0.010602
V2684          : 0.007272
V2685          : -0.007008
V2686          : -0.010209
V2687          : 0.000625
V2688          : 0.005830
V2689          : 0.010227
V2690          : -0.006880
V2691          : -0.002522
V2692          : 0.006603
V2693          : 0.000201
V2694          : 0.011709
V2695          : -0.007962
V2696          : -0.001538
V2697          : 0.004131
V2698          : 0.000000
V2699          : -0.007816
V2701          : -0.007007
V2702          : -0.018157
V2703          : 0.008437
V2704          : -0.006335
V2705          : -0.007515
V2706          : -0.006187
V2707          : 0.006080
V2708          : -0.006216
V2709          : 0.006106
V2710          : -0.004543
V2711          : 0.007821
V2712          : 0.001202
V2713          : 0.002539
V2714          : 0.002165
V2715          : -0.003127
V2716          : 0.004128
V2717          : 0.005800
V2718          : 0.008714
V2719          : -0.006507
V2720          : -0.010636
V2722          : -0.006984
V2723          : 0.011971
V2724          : 0.003118
V2725          : -0.005098
V2726          : 0.009173
V2727          : -0.012867
V2728          : -0.006903
V2729          : 0.005802
V2730          : -0.002567
V2731          : 0.008395
V2732          : -0.008938
V2733          : -0.008522
V2734          : 0.005578
V2735          : 0.005791
V2736          : -0.010281
V2737          : 0.002733
V2738          : 0.000005
V2739          : -0.003730
V2740          : 0.018531
V2741          : -0.006066
V2742          : -0.005646
V2743          : -0.002636
V2744          : -0.005175
V2745          : 0.004327
V2746          : -0.006279
V2747          : 0.004556
V2748          : -0.005171
V2749          : 0.019202
V2750          : 0.002192
V2751          : 0.004237
V2752          : 0.002356
V2753          : 0.002539
V2754          : 0.005793
V2755          : 0.006401
V2756          : -0.002520
V2757          : -0.007021
V2758          : -0.004679
V2759          : 0.006608
V2760          : -0.004680
V2761          : -0.000023
V2762          : 0.014361
V2763          : 0.006024
V2764          : 0.010222
V2765          : 0.007419
V2766          : 0.001871
V2767          : -0.002796
V2768          : 0.010833
V2769          : 0.006682
V2770          : -0.007525
V2771          : -0.011787
V2772          : -0.005655
V2773          : -0.001470
V2774          : -0.010429
V2775          : -0.005760
V2776          : -0.006135
V2777          : -0.000912
V2778          : 0.000071
V2779          : -0.006002
V2780          : -0.005790
V2781          : -0.003978
V2782          : -0.006184
V2783          : 0.003811
V2784          : 0.002303
V2785          : -0.007562
V2786          : -0.019281
V2788          : 0.012440
V2789          : -0.010898
V2790          : -0.014158
V2791          : -0.000000
V2792          : 0.006249
V2793          : 0.006121
V2794          : -0.009448
V2795          : -0.003622
V2796          : 0.000802
V2797          : -0.006929
V2798          : -0.001034
V2799          : 0.011325
V2800          : 0.010318
V2801          : -0.015022
V2802          : -0.011140
V2803          : -0.009094
V2804          : -0.009952
V2805          : 0.006749
V2806          : 0.005473
V2807          : 0.007659
V2808          : 0.013351
V2809          : -0.006169
V2810          : -0.006268
V2811          : -0.005610
V2812          : 0.005332
V2813          : 0.009994
V2814          : -0.007652
V2815          : -0.009339
V2816          : 0.007643
V2817          : 0.004574
V2818          : -0.013589
V2819          : 0.007963
V2820          : -0.003319
V2821          : 0.011750
V2822          : 0.007069
V2823          : 0.008499
V2824          : -0.002765
V2825          : -0.003027
V2826          : -0.006372
V2827          : 0.006110
V2828          : -0.008930
V2829          : -0.010574
V2831          : 0.000898
V2832          : -0.009183
V2833          : 0.003432
V2834          : 0.005891
V2835          : 0.010266
V2836          : 0.005029
V2837          : -0.003145
V2838          : -0.006817
V2839          : -0.005924
V2840          : -0.002330
V2841          : 0.003869
V2842          : -0.004950
V2843          : -0.004776
V2844          : -0.011014
V2845          : -0.001955
V2846          : -0.004505
V2847          : 0.003004
V2848          : 0.009314
V2849          : 0.003396
V2850          : -0.004632
V2851          : -0.014993
V2852          : 0.003327
V2853          : -0.007438
V2854          : 0.007570
V2855          : 0.001284
V2856          : 0.000723
V2857          : -0.004599
V2858          : -0.003702
V2859          : 0.006773
V2860          : 0.001096
V2862          : 0.008364
V2863          : 0.004204
V2864          : 0.006395
V2865          : 0.007277
V2866          : -0.005622
V2867          : 0.009457
V2868          : 0.006653
V2869          : -0.000984
V2870          : 0.021742
V2871          : 0.005757
V2872          : 0.011647
V2873          : 0.000000
V2874          : 0.020891
V2875          : -0.005927
V2876          : 0.005396
V2877          : -0.003159
V2878          : -0.001367
V2879          : -0.000310
V2880          : 0.000810
V2881          : 0.009011
V2882          : 0.005780
V2884          : 0.007239
V2885          : 0.017155
V2886          : -0.007819
V2887          : 0.003107
V2888          : -0.007662
V2889          : -0.010939
V2890          : -0.010718
V2891          : 0.006693
V2892          : 0.006535
V2894          : 0.003123
V2895          : -0.001380
V2896          : -0.005334
V2897          : 0.009426
V2898          : 0.004099
V2899          : 0.004322
V2900          : -0.010778
V2901          : -0.008165
V2902          : 0.002765
V2903          : 0.003139
V2904          : 0.006067
V2905          : 0.002826
V2907          : -0.007923
V2908          : -0.006907
V2909          : 0.001428
V2910          : -0.000685
V2912          : -0.006269
V2913          : -0.003937
V2914          : 0.007459
V2916          : 0.003595
V2917          : -0.002964
V2918          : 0.004805
V2919          : 0.016574
V2920          : 0.007677
V2923          : -0.014503
V2924          : -0.002311
V2925          : -0.007524
V2926          : 0.011137
V2927          : 0.004304
V2928          : 0.012757
V2929          : 0.000842
V2930          : -0.009453
V2931          : -0.004028
V2932          : 0.011483
V2933          : -0.003079
V2934          : 0.000256
V2935          : 0.002757
V2936          : -0.011690
V2937          : 0.004450
V2938          : 0.007065
V2939          : -0.003435
V2940          : 0.010119
V2941          : -0.002878
V2942          : -0.007327
V2943          : 0.009177
V2944          : -0.003120
V2946          : -0.006229
V2947          : -0.010558
V2948          : -0.007200
V2949          : -0.004619
V2950          : -0.011674
V2951          : 0.002708
V2952          : -0.000377
V2953          : -0.003854
V2954          : 0.014409
V2955          : -0.009189
V2956          : -0.011532
V2957          : 0.003658
V2958          : 0.004320
V2959          : 0.002037
V2960          : -0.005610
V2961          : -0.007501
V2962          : -0.000065
V2963          : 0.002657
V2964          : 0.008213
V2965          : -0.005272
V2966          : -0.001457
V2967          : -0.009699
V2968          : 0.008006
V2969          : 0.009739
V2970          : -0.010213
V2971          : -0.000000
V2972          : -0.007192
V2973          : -0.004061
V2974          : -0.004390
V2975          : -0.005048
V2976          : 0.007565
V2978          : -0.000844
V2979          : -0.008539
V2980          : -0.008091
V2981          : 0.009389
V2982          : -0.009428
V2983          : 0.003090
V2984          : 0.005065
V2985          : 0.005243
V2986          : 0.007233
V2987          : -0.015026
V2988          : -0.011731
V2989          : 0.004784
V2990          : -0.005502
V2991          : -0.003097
V2992          : -0.004179
V2994          : 0.008529
V2995          : -0.003694
V2996          : -0.007241
V2997          : -0.007116
V2998          : 0.017721
V2999          : 0.002269
V3000          : 0.004838
V3001          : -0.007097
V3002          : 0.003288
V3003          : 0.005789
V3004          : 0.008889
V3005          : 0.002965
V3006          : -0.011018
V3007          : -0.007555
V3008          : 0.003613
V3010          : 0.006193
V3011          : 0.011153
V3012          : -0.008607
V3013          : 0.006607
V3014          : -0.005024
V3015          : 0.011389
V3016          : -0.004771
V3017          : -0.004462
V3018          : 0.005667
V3019          : 0.016571
V3020          : 0.010377
V3021          : -0.000373
V3022          : -0.002947
V3024          : 0.003731
V3025          : -0.006241
V3026          : -0.009472
V3027          : 0.020616
V3028          : -0.005916
V3029          : -0.005299
V3030          : -0.002956
V3031          : 0.003405
V3032          : -0.001657
V3035          : 0.007434
V3036          : -0.011389
V3037          : -0.009100
V3038          : 0.002694
V3039          : 0.003013
V3040          : -0.011295
V3041          : 0.004651
V3042          : -0.008543
V3043          : -0.007959
V3044          : -0.011142
V3045          : -0.014411
V3046          : -0.002107
V3047          : 0.011909
V3048          : -0.003242
V3049          : 0.011914
V3050          : -0.007926

