custom_lambda_0.0060 Coefficients
==================================================
Bias Term      : 0.007578
V2675          : 0.005130
V2676          : 0.010261
V2677          : 0.004103
V2678          : 0.003448
V2679          : 0.004553
V2680          : 0.004464
V2681          : 0.008124
V2682          : -0.006415
V2683          : -0.010375
V2684          : 0.007138
V2685          : -0.006918
V2686          : -0.010071
V2687          : 0.000000
V2688          : 0.005624
V2689          : 0.010009
V2690          : -0.006794
V2691          : -0.002216
V2692          : 0.006510
V2693          : 0.000000
V2694          : 0.011441
V2695          : -0.007526
V2696          : -0.001417
V2697          : 0.004093
V2698          : 0.000000
V2699          : -0.007669
V2701          : -0.006739
V2702          : -0.017870
V2703          : 0.008341
V2704          : -0.006233
V2705          : -0.007390
V2706          : -0.006110
V2707          : 0.005891
V2708          : -0.006122
V2709          : 0.006019
V2710          : -0.004470
V2711          : 0.007714
V2712          : 0.001080
V2713          : 0.002287
V2714          : 0.002087
V2715          : -0.003042
V2716          : 0.003582
V2717          : 0.005705
V2718          : 0.008553
V2719          : -0.006350
V2720          : -0.010419
V2722          : -0.006769
V2723          : 0.011375
V2724          : 0.002873
V2725          : -0.005015
V2726          : 0.008786
V2727          : -0.012542
V2728          : -0.006789
V2729          : 0.005621
V2730          : -0.002420
V2731          : 0.008164
V2732          : -0.008752
V2733          : -0.008383
V2734          : 0.005524
V2735          : 0.005721
V2736          : -0.010065
V2737          : 0.002597
V2738          : 0.000000
V2739          : -0.003645
V2740          : 0.018045
V2741          : -0.005924
V2742          : -0.005512
V2743          : -0.002367
V2744          : -0.005055
V2745          : 0.004126
V2746          : -0.006107
V2747          : 0.004503
V2748          : -0.004909
V2749          : 0.018839
V2750          : 0.002094
V2751          : 0.004174
V2752          : 0.002271
V2753          : 0.002518
V2754          : 0.004000
V2755          : 0.006096
V2756          : -0.002106
V2757          : -0.006814
V2758          : -0.004340
V2759          : 0.006510
V2760          : -0.004382
V2761          : -0.000000
V2762          : 0.013857
V2763          : 0.005934
V2764          : 0.009698
V2765          : 0.007309
V2766          : 0.001720
V2767          : -0.001795
V2768          : 0.010583
V2769          : 0.006576
V2770          : -0.007278
V2771          : -0.010903
V2772          : -0.005442
V2773          : -0.001365
V2774          : -0.010204
V2775          : -0.005610
V2776          : -0.005540
V2777          : -0.000532
V2778          : 0.000000
V2779          : -0.004861
V2780          : -0.005650
V2781          : -0.003804
V2782          : -0.006022
V2783          : 0.003737
V2784          : 0.002291
V2785          : -0.007467
V2786          : -0.018734
V2788          : 0.011922
V2789          : -0.010652
V2790          : -0.013351
V2791          : -0.000000
V2792          : 0.006049
V2793          : 0.005793
V2794          : -0.009321
V2795          : -0.003369
V2796          : 0.000531
V2797          : -0.006842
V2798          : -0.000971
V2799          : 0.010691
V2800          : 0.010089
V2801          : -0.014821
V2802          : -0.010536
V2803          : -0.008971
V2804          : -0.009645
V2805          : 0.006622
V2806          : 0.005316
V2807          : 0.007469
V2808          : 0.012992
V2809          : -0.006081
V2810          : -0.006180
V2811          : -0.005515
V2812          : 0.005276
V2813          : 0.009843
V2814          : -0.007227
V2815          : -0.009210
V2816          : 0.007419
V2817          : 0.004261
V2818          : -0.012975
V2819          : 0.007588
V2820          : -0.003216
V2821          : 0.011556
V2822          : 0.006974
V2823          : 0.008271
V2824          : -0.002177
V2825          : -0.002940
V2826          : -0.006267
V2827          : 0.005957
V2828          : -0.008762
V2829          : -0.010426
V2831          : 0.000808
V2832          : -0.008913
V2833          : 0.003400
V2834          : 0.005622
V2835          : 0.010049
V2836          : 0.004976
V2837          : -0.002755
V2838          : -0.006430
V2839          : -0.005836
V2840          : -0.002111
V2841          : 0.003455
V2842          : -0.004424
V2843          : -0.004686
V2844          : -0.010830
V2845          : -0.001918
V2846          : -0.003219
V2847          : 0.002987
V2848          : 0.009028
V2849          : 0.003370
V2850          : -0.004403
V2851          : -0.014768
V2852          : 0.003116
V2853          : -0.007287
V2854          : 0.007398
V2855          : 0.001174
V2856          : 0.000261
V2857          : -0.004446
V2858          : -0.003539
V2859          : 0.006050
V2860          : 0.000784
V2862          : 0.008260
V2863          : 0.004158
V2864          : 0.006266
V2865          : 0.006943
V2866          : -0.005532
V2867          : 0.009103
V2868          : 0.006153
V2869          : -0.000793
V2870          : 0.021070
V2871          : 0.005648
V2872          : 0.011325
V2873          : 0.000000
V2874          : 0.020234
V2875          : -0.005518
V2876          : 0.005273
V2877          : -0.003120
V2878          : -0.001020
V2879          : -0.000242
V2880          : 0.000000
V2881          : 0.008831
V2882          : 0.005692
V2884          : 0.006767
V2885          : 0.015943
V2886          : -0.007582
V2887          : 0.003019
V2888          : -0.007566
V2889          : -0.010775
V2890          : -0.010406
V2891          : 0.006569
V2892          : 0.006151
V2894          : 0.003079
V2895          : -0.001298
V2896          : -0.005236
V2897          : 0.009048
V2898          : 0.004033
V2899          : 0.004180
V2900          : -0.009969
V2901          : -0.007843
V2902          : 0.002742
V2903          : 0.003089
V2904          : 0.006014
V2905          : 0.002002
V2907          : -0.007824
V2908          : -0.006716
V2909          : 0.001318
V2910          : -0.000495
V2912          : -0.006158
V2913          : -0.002776
V2914          : 0.007356
V2916          : 0.003570
V2917          : -0.002878
V2918          : 0.004766
V2919          : 0.016033
V2920          : 0.007620
V2923          : -0.013711
V2924          : -0.002213
V2925          : -0.007367
V2926          : 0.010912
V2927          : 0.004268
V2928          : 0.012466
V2929          : 0.000749
V2930          : -0.009183
V2931          : -0.003747
V2932          : 0.011084
V2933          : -0.002964
V2934          : 0.000000
V2935          : 0.002614
V2936          : -0.011400
V2937          : 0.004048
V2938          : 0.006542
V2939          : -0.003292
V2940          : 0.009956
V2941          : -0.002777
V2942          : -0.007111
V2943          : 0.008772
V2944          : -0.003016
V2946          : -0.006139
V2947          : -0.010332
V2948          : -0.007082
V2949          : -0.004062
V2950          : -0.011436
V2951          : 0.002247
V2952          : -0.000126
V2953          : -0.003708
V2954          : 0.014004
V2955          : -0.009071
V2956          : -0.011212
V2957          : 0.003607
V2958          : 0.004156
V2959          : 0.001989
V2960          : -0.005504
V2961          : -0.007402
V2962          : -0.000000
V2963          : 0.002639
V2964          : 0.007223
V2965          : -0.005182
V2966          : -0.000666
V2967          : -0.009327
V2968          : 0.007887
V2969          : 0.009618
V2970          : -0.009846
V2971          : -0.000000
V2972          : -0.006976
V2973          : -0.003899
V2974          : -0.004030
V2975          : -0.004969
V2976          : 0.007443
V2978          : -0.000627
V2979          : -0.008367
V2980          : -0.007804
V2981          : 0.009236
V2982          : -0.009219
V2983          : 0.003061
V2984          : 0.004969
V2985          : 0.005016
V2986          : 0.006980
V2987          : -0.014392
V2988          : -0.011500
V2989          : 0.004581
V2990          : -0.005246
V2991          : -0.002992
V2992          : -0.004017
V2994          : 0.008361
V2995          : -0.003565
V2996          : -0.007111
V2997          : -0.006939
V2998          : 0.017169
V2999          : 0.002072
V3000          : 0.004733
V3001          : -0.007008
V3002          : 0.003223
V3003          : 0.005711
V3004          : 0.008762
V3005          : 0.002947
V3006          : -0.010668
V3007          : -0.007219
V3008          : 0.003588
V3010          : 0.006108
V3011          : 0.010869
V3012          : -0.007924
V3013          : 0.006507
V3014          : -0.004929
V3015          : 0.011160
V3016          : -0.004554
V3017          : -0.004172
V3018          : 0.005525
V3019          : 0.015077
V3020          : 0.010181
V3021          : -0.000169
V3022          : -0.002880
V3024          : 0.003528
V3025          : -0.005870
V3026          : -0.009116
V3027          : 0.018844
V3028          : -0.005841
V3029          : -0.005125
V3030          : -0.002778
V3031          : 0.002664
V3032          : -0.001484
V3035          : 0.007182
V3036          : -0.011090
V3037          : -0.008973
V3038          : 0.002678
V3039          : 0.002995
V3040          : -0.010996
V3041          : 0.004597
V3042          : -0.008174
V3043          : -0.007710
V3044          : -0.010839
V3045          : -0.013956
V3046          : -0.001952
V3047          : 0.011466
V3048          : -0.003009
V3049          : 0.011626
V3050          : -0.007627

