custom_lambda_0.0003 Coefficients
==================================================
Bias Term      : 0.007769
V2675          : 0.005229
V2676          : 0.013780
V2677          : 0.004180
V2678          : 0.003548
V2679          : 0.004660
V2680          : 0.004518
V2681          : 0.008229
V2682          : -0.006537
V2683          : -0.010713
V2684          : 0.007337
V2685          : -0.007052
V2686          : -0.010277
V2687          : 0.001091
V2688          : 0.005930
V2689          : 0.010333
V2690          : -0.006923
V2691          : -0.002671
V2692          : 0.006648
V2693          : 0.000358
V2694          : 0.011840
V2695          : -0.008175
V2696          : -0.001597
V2697          : 0.004150
V2698          : 0.000027
V2699          : -0.007888
V2701          : -0.007137
V2702          : -0.018297
V2703          : 0.008484
V2704          : -0.006385
V2705          : -0.007576
V2706          : -0.006225
V2707          : 0.006173
V2708          : -0.006262
V2709          : 0.006149
V2710          : -0.004579
V2711          : 0.007873
V2712          : 0.001261
V2713          : 0.002662
V2714          : 0.002203
V2715          : -0.003169
V2716          : 0.004395
V2717          : 0.005847
V2718          : 0.008793
V2719          : -0.006583
V2720          : -0.010742
V2722          : -0.007089
V2723          : 0.012263
V2724          : 0.003237
V2725          : -0.005138
V2726          : 0.009361
V2727          : -0.013026
V2728          : -0.006958
V2729          : 0.005891
V2730          : -0.002638
V2731          : 0.008508
V2732          : -0.009029
V2733          : -0.008589
V2734          : 0.005604
V2735          : 0.005825
V2736          : -0.010387
V2737          : 0.002799
V2738          : 0.000039
V2739          : -0.003772
V2740          : 0.018769
V2741          : -0.006135
V2742          : -0.005711
V2743          : -0.002768
V2744          : -0.005234
V2745          : 0.004425
V2746          : -0.006363
V2747          : 0.004581
V2748          : -0.005299
V2749          : 0.019379
V2750          : 0.002239
V2751          : 0.004267
V2752          : 0.002397
V2753          : 0.002549
V2754          : 0.006669
V2755          : 0.006550
V2756          : -0.002723
V2757          : -0.007122
V2758          : -0.004845
V2759          : 0.006657
V2760          : -0.004825
V2761          : -0.000076
V2762          : 0.014608
V2763          : 0.006068
V2764          : 0.010478
V2765          : 0.007473
V2766          : 0.001945
V2767          : -0.003286
V2768          : 0.010955
V2769          : 0.006734
V2770          : -0.007646
V2771          : -0.012219
V2772          : -0.005759
V2773          : -0.001521
V2774          : -0.010538
V2775          : -0.005833
V2776          : -0.006426
V2777          : -0.001098
V2778          : 0.000212
V2779          : -0.006560
V2780          : -0.005859
V2781          : -0.004062
V2782          : -0.006264
V2783          : 0.003846
V2784          : 0.002309
V2785          : -0.007608
V2786          : -0.019548
V2788          : 0.012693
V2789          : -0.011018
V2790          : -0.014553
V2791          : -0.000061
V2792          : 0.006347
V2793          : 0.006282
V2794          : -0.009510
V2795          : -0.003746
V2796          : 0.000934
V2797          : -0.006971
V2798          : -0.001065
V2799          : 0.011635
V2800          : 0.010429
V2801          : -0.015120
V2802          : -0.011434
V2803          : -0.009154
V2804          : -0.010101
V2805          : 0.006810
V2806          : 0.005550
V2807          : 0.007752
V2808          : 0.013527
V2809          : -0.006212
V2810          : -0.006312
V2811          : -0.005656
V2812          : 0.005360
V2813          : 0.010067
V2814          : -0.007860
V2815          : -0.009401
V2816          : 0.007752
V2817          : 0.004727
V2818          : -0.013889
V2819          : 0.008147
V2820          : -0.003370
V2821          : 0.011844
V2822          : 0.007115
V2823          : 0.008610
V2824          : -0.003052
V2825          : -0.003069
V2826          : -0.006424
V2827          : 0.006184
V2828          : -0.009012
V2829          : -0.010647
V2831          : 0.000942
V2832          : -0.009315
V2833          : 0.003448
V2834          : 0.006022
V2835          : 0.010372
V2836          : 0.005055
V2837          : -0.003335
V2838          : -0.007006
V2839          : -0.005966
V2840          : -0.002437
V2841          : 0.004071
V2842          : -0.005207
V2843          : -0.004819
V2844          : -0.011104
V2845          : -0.001973
V2846          : -0.005132
V2847          : 0.003012
V2848          : 0.009453
V2849          : 0.003409
V2850          : -0.004743
V2851          : -0.015102
V2852          : 0.003430
V2853          : -0.007511
V2854          : 0.007653
V2855          : 0.001338
V2856          : 0.000948
V2857          : -0.004674
V2858          : -0.003782
V2859          : 0.007127
V2860          : 0.001248
V2862          : 0.008416
V2863          : 0.004227
V2864          : 0.006459
V2865          : 0.007439
V2866          : -0.005666
V2867          : 0.009630
V2868          : 0.006896
V2869          : -0.001078
V2870          : 0.022071
V2871          : 0.005811
V2872          : 0.011805
V2873          : 0.000000
V2874          : 0.021212
V2875          : -0.006127
V2876          : 0.005456
V2877          : -0.003179
V2878          : -0.001536
V2879          : -0.000344
V2880          : 0.001403
V2881          : 0.009098
V2882          : 0.005823
V2884          : 0.007469
V2885          : 0.017748
V2886          : -0.007935
V2887          : 0.003150
V2888          : -0.007709
V2889          : -0.011019
V2890          : -0.010871
V2891          : 0.006753
V2892          : 0.006723
V2894          : 0.003144
V2895          : -0.001420
V2896          : -0.005382
V2897          : 0.009610
V2898          : 0.004131
V2899          : 0.004392
V2900          : -0.011173
V2901          : -0.008323
V2902          : 0.002775
V2903          : 0.003164
V2904          : 0.006093
V2905          : 0.003229
V2907          : -0.007972
V2908          : -0.007001
V2909          : 0.001482
V2910          : -0.000778
V2912          : -0.006323
V2913          : -0.004504
V2914          : 0.007510
V2916          : 0.003607
V2917          : -0.003006
V2918          : 0.004824
V2919          : 0.016838
V2920          : 0.007704
V2923          : -0.014891
V2924          : -0.002358
V2925          : -0.007601
V2926          : 0.011247
V2927          : 0.004321
V2928          : 0.012900
V2929          : 0.000887
V2930          : -0.009585
V2931          : -0.004166
V2932          : 0.011678
V2933          : -0.003136
V2934          : 0.000392
V2935          : 0.002826
V2936          : -0.011831
V2937          : 0.004646
V2938          : 0.007320
V2939          : -0.003506
V2940          : 0.010198
V2941          : -0.002927
V2942          : -0.007433
V2943          : 0.009374
V2944          : -0.003170
V2946          : -0.006273
V2947          : -0.010669
V2948          : -0.007257
V2949          : -0.004892
V2950          : -0.011790
V2951          : 0.002934
V2952          : -0.000500
V2953          : -0.003925
V2954          : 0.014607
V2955          : -0.009246
V2956          : -0.011688
V2957          : 0.003683
V2958          : 0.004401
V2959          : 0.002060
V2960          : -0.005662
V2961          : -0.007550
V2962          : -0.000487
V2963          : 0.002666
V2964          : 0.008697
V2965          : -0.005317
V2966          : -0.001843
V2967          : -0.009880
V2968          : 0.008064
V2969          : 0.009798
V2970          : -0.010392
V2971          : -0.000312
V2972          : -0.007298
V2973          : -0.004140
V2974          : -0.004565
V2975          : -0.005087
V2976          : 0.007625
V2978          : -0.000950
V2979          : -0.008624
V2980          : -0.008232
V2981          : 0.009463
V2982          : -0.009531
V2983          : 0.003105
V2984          : 0.005112
V2985          : 0.005355
V2986          : 0.007356
V2987          : -0.015336
V2988          : -0.011844
V2989          : 0.004884
V2990          : -0.005627
V2991          : -0.003148
V2992          : -0.004258
V2994          : 0.008612
V2995          : -0.003758
V2996          : -0.007305
V2997          : -0.007203
V2998          : 0.017991
V2999          : 0.002366
V3000          : 0.004889
V3001          : -0.007141
V3002          : 0.003320
V3003          : 0.005827
V3004          : 0.008951
V3005          : 0.002974
V3006          : -0.011189
V3007          : -0.007719
V3008          : 0.003625
V3010          : 0.006234
V3011          : 0.011292
V3012          : -0.008940
V3013          : 0.006657
V3014          : -0.005070
V3015          : 0.011502
V3016          : -0.004877
V3017          : -0.004604
V3018          : 0.005736
V3019          : 0.017300
V3020          : 0.010473
V3021          : -0.000472
V3022          : -0.002979
V3024          : 0.003830
V3025          : -0.006423
V3026          : -0.009647
V3027          : 0.021482
V3028          : -0.005953
V3029          : -0.005384
V3030          : -0.003043
V3031          : 0.003768
V3032          : -0.001742
V3035          : 0.007557
V3036          : -0.011536
V3037          : -0.009162
V3038          : 0.002701
V3039          : 0.003022
V3040          : -0.011440
V3041          : 0.004678
V3042          : -0.008724
V3043          : -0.008080
V3044          : -0.011290
V3045          : -0.014633
V3046          : -0.002183
V3047          : 0.012126
V3048          : -0.003356
V3049          : 0.012055
V3050          : -0.008072

