custom_lambda_0.0167 Coefficients
==================================================
Bias Term      : 0.007222
V2675          : 0.004946
V2676          : 0.003682
V2677          : 0.003960
V2678          : 0.003262
V2679          : 0.004352
V2680          : 0.004362
V2681          : 0.007928
V2682          : -0.006189
V2683          : -0.009741
V2684          : 0.006766
V2685          : -0.006669
V2686          : -0.009686
V2687          : 0.000000
V2688          : 0.005054
V2689          : 0.009402
V2690          : -0.006554
V2691          : -0.001365
V2692          : 0.006253
V2693          : 0.000000
V2694          : 0.010696
V2695          : -0.006313
V2696          : -0.001080
V2697          : 0.003985
V2698          : 0.000000
V2699          : -0.007260
V2701          : -0.005995
V2702          : -0.017073
V2703          : 0.008074
V2704          : -0.005949
V2705          : -0.007041
V2706          : -0.005894
V2707          : 0.005364
V2708          : -0.005859
V2709          : 0.005777
V2710          : -0.004266
V2711          : 0.007415
V2712          : 0.000742
V2713          : 0.001586
V2714          : 0.001870
V2715          : -0.002805
V2716          : 0.002063
V2717          : 0.005439
V2718          : 0.008103
V2719          : -0.005913
V2720          : -0.009815
V2722          : -0.006173
V2723          : 0.009716
V2724          : 0.002190
V2725          : -0.004785
V2726          : 0.007711
V2727          : -0.011638
V2728          : -0.006473
V2729          : 0.005116
V2730          : -0.002013
V2731          : 0.007520
V2732          : -0.008234
V2733          : -0.007998
V2734          : 0.005375
V2735          : 0.005526
V2736          : -0.009463
V2737          : 0.002217
V2738          : 0.000000
V2739          : -0.003409
V2740          : 0.016692
V2741          : -0.005530
V2742          : -0.005140
V2743          : -0.001616
V2744          : -0.004720
V2745          : 0.003566
V2746          : -0.005629
V2747          : 0.004358
V2748          : -0.004180
V2749          : 0.017831
V2750          : 0.001823
V2751          : 0.003999
V2752          : 0.002035
V2753          : 0.002458
V2754          : 0.000000
V2755          : 0.005248
V2756          : -0.000954
V2757          : -0.006238
V2758          : -0.003397
V2759          : 0.006236
V2760          : -0.003554
V2761          : -0.000000
V2762          : 0.012452
V2763          : 0.005683
V2764          : 0.008240
V2765          : 0.007003
V2766          : 0.001299
V2767          : -0.000000
V2768          : 0.009888
V2769          : 0.006281
V2770          : -0.006589
V2771          : -0.008443
V2772          : -0.004849
V2773          : -0.001072
V2774          : -0.009578
V2775          : -0.005193
V2776          : -0.003882
V2777          : -0.000000
V2778          : 0.000000
V2779          : -0.001684
V2780          : -0.005261
V2781          : -0.003322
V2782          : -0.005569
V2783          : 0.003533
V2784          : 0.002257
V2785          : -0.007203
V2786          : -0.017212
V2788          : 0.010481
V2789          : -0.009966
V2790          : -0.011106
V2791          : -0.000000
V2792          : 0.005491
V2793          : 0.004880
V2794          : -0.008967
V2795          : -0.002662
V2796          : 0.000000
V2797          : -0.006600
V2798          : -0.000796
V2799          : 0.008927
V2800          : 0.009454
V2801          : -0.014261
V2802          : -0.008857
V2803          : -0.008628
V2804          : -0.008791
V2805          : 0.006271
V2806          : 0.004879
V2807          : 0.006940
V2808          : 0.011993
V2809          : -0.005838
V2810          : -0.005935
V2811          : -0.005251
V2812          : 0.005120
V2813          : 0.009424
V2814          : -0.006045
V2815          : -0.008852
V2816          : 0.006796
V2817          : 0.003390
V2818          : -0.011266
V2819          : 0.006544
V2820          : -0.002928
V2821          : 0.011019
V2822          : 0.006710
V2823          : 0.007637
V2824          : -0.000540
V2825          : -0.002697
V2826          : -0.005973
V2827          : 0.005533
V2828          : -0.008295
V2829          : -0.010013
V2831          : 0.000557
V2832          : -0.008160
V2833          : 0.003310
V2834          : 0.004874
V2835          : 0.009446
V2836          : 0.004830
V2837          : -0.001671
V2838          : -0.005355
V2839          : -0.005592
V2840          : -0.001502
V2841          : 0.002302
V2842          : -0.002961
V2843          : -0.004437
V2844          : -0.010318
V2845          : -0.001816
V2846          : -0.000000
V2847          : 0.002941
V2848          : 0.008233
V2849          : 0.003297
V2850          : -0.003767
V2851          : -0.014144
V2852          : 0.002529
V2853          : -0.006868
V2854          : 0.006921
V2855          : 0.000866
V2856          : 0.000000
V2857          : -0.004021
V2858          : -0.003084
V2859          : 0.004037
V2860          : 0.000000
V2862          : 0.007968
V2863          : 0.004028
V2864          : 0.005905
V2865          : 0.006016
V2866          : -0.005280
V2867          : 0.008119
V2868          : 0.004765
V2869          : -0.000260
V2870          : 0.019200
V2871          : 0.005343
V2872          : 0.010427
V2873          : 0.000000
V2874          : 0.018407
V2875          : -0.004381
V2876          : 0.004930
V2877          : -0.003010
V2878          : -0.000056
V2879          : -0.000053
V2880          : 0.000000
V2881          : 0.008331
V2882          : 0.005445
V2884          : 0.005453
V2885          : 0.012569
V2886          : -0.006922
V2887          : 0.002775
V2888          : -0.007299
V2889          : -0.010318
V2890          : -0.009537
V2891          : 0.006224
V2892          : 0.005081
V2894          : 0.002956
V2895          : -0.001069
V2896          : -0.004963
V2897          : 0.007998
V2898          : 0.003850
V2899          : 0.003785
V2900          : -0.007717
V2901          : -0.006946
V2902          : 0.002680
V2903          : 0.002949
V2904          : 0.005866
V2905          : 0.000000
V2907          : -0.007548
V2908          : -0.006185
V2909          : 0.001012
V2910          : -0.000000
V2912          : -0.005850
V2913          : -0.000000
V2914          : 0.007068
V2916          : 0.003500
V2917          : -0.002639
V2918          : 0.004658
V2919          : 0.014527
V2920          : 0.007463
V2923          : -0.011505
V2924          : -0.001943
V2925          : -0.006928
V2926          : 0.010286
V2927          : 0.004171
V2928          : 0.011656
V2929          : 0.000489
V2930          : -0.008430
V2931          : -0.002963
V2932          : 0.009973
V2933          : -0.002644
V2934          : 0.000000
V2935          : 0.002219
V2936          : -0.010595
V2937          : 0.002931
V2938          : 0.005087
V2939          : -0.002892
V2940          : 0.009504
V2941          : -0.002496
V2942          : -0.006509
V2943          : 0.007646
V2944          : -0.002729
V2946          : -0.005888
V2947          : -0.009703
V2948          : -0.006755
V2949          : -0.002509
V2950          : -0.010774
V2951          : 0.000963
V2952          : -0.000000
V2953          : -0.003301
V2954          : 0.012877
V2955          : -0.008743
V2956          : -0.010322
V2957          : 0.003465
V2958          : 0.003698
V2959          : 0.001854
V2960          : -0.005208
V2961          : -0.007126
V2962          : -0.000000
V2963          : 0.002589
V2964          : 0.004468
V2965          : -0.004930
V2966          : -0.000000
V2967          : -0.008292
V2968          : 0.007557
V2969          : 0.009282
V2970          : -0.008825
V2971          : -0.000000
V2972          : -0.006375
V2973          : -0.003451
V2974          : -0.003028
V2975          : -0.004749
V2976          : 0.007101
V2978          : -0.000025
V2979          : -0.007886
V2980          : -0.007005
V2981          : 0.008810
V2982          : -0.008635
V2983          : 0.002978
V2984          : 0.004703
V2985          : 0.004382
V2986          : 0.006278
V2987          : -0.012627
V2988          : -0.010856
V2989          : 0.004016
V2990          : -0.004534
V2991          : -0.002701
V2992          : -0.003566
V2994          : 0.007891
V2995          : -0.003205
V2996          : -0.006750
V2997          : -0.006444
V2998          : 0.015632
V2999          : 0.001521
V3000          : 0.004442
V3001          : -0.006761
V3002          : 0.003041
V3003          : 0.005493
V3004          : 0.008410
V3005          : 0.002897
V3006          : -0.009696
V3007          : -0.006285
V3008          : 0.003519
V3010          : 0.005872
V3011          : 0.010080
V3012          : -0.006026
V3013          : 0.006226
V3014          : -0.004666
V3015          : 0.010522
V3016          : -0.003950
V3017          : -0.003365
V3018          : 0.005131
V3019          : 0.010921
V3020          : 0.009634
V3021          : -0.000000
V3022          : -0.002696
V3024          : 0.002963
V3025          : -0.004837
V3026          : -0.008124
V3027          : 0.013913
V3028          : -0.005631
V3029          : -0.004642
V3030          : -0.002283
V3031          : 0.000601
V3032          : -0.001000
V3035          : 0.006481
V3036          : -0.010255
V3037          : -0.008620
V3038          : 0.002635
V3039          : 0.002945
V3040          : -0.010166
V3041          : 0.004446
V3042          : -0.007145
V3043          : -0.007019
V3044          : -0.009996
V3045          : -0.012689
V3046          : -0.001520
V3047          : 0.010234
V3048          : -0.002362
V3049          : 0.010824
V3050          : -0.006797

