custom_lambda_0.0464 Coefficients
==================================================
Bias Term      : 0.006231
V2675          : 0.004434
V2676          : 0.000000
V2677          : 0.003560
V2678          : 0.002742
V2679          : 0.003793
V2680          : 0.004080
V2681          : 0.007383
V2682          : -0.005558
V2683          : -0.007979
V2684          : 0.005730
V2685          : -0.005975
V2686          : -0.008616
V2687          : 0.000000
V2688          : 0.003465
V2689          : 0.007715
V2690          : -0.005887
V2691          : -0.000000
V2692          : 0.005537
V2693          : 0.000000
V2694          : 0.008623
V2695          : -0.002937
V2696          : -0.000143
V2697          : 0.003687
V2698          : 0.000000
V2699          : -0.006123
V2701          : -0.003924
V2702          : -0.014853
V2703          : 0.007331
V2704          : -0.005159
V2705          : -0.006071
V2706          : -0.005294
V2707          : 0.003897
V2708          : -0.005128
V2709          : 0.005102
V2710          : -0.003699
V2711          : 0.006585
V2712          : 0.000000
V2713          : 0.000000
V2714          : 0.001266
V2715          : -0.002144
V2716          : 0.000000
V2717          : 0.004699
V2718          : 0.006851
V2719          : -0.004699
V2720          : -0.008136
V2722          : -0.004513
V2723          : 0.005100
V2724          : 0.000292
V2725          : -0.004145
V2726          : 0.004720
V2727          : -0.009122
V2728          : -0.005594
V2729          : 0.003711
V2730          : -0.000881
V2731          : 0.005728
V2732          : -0.006794
V2733          : -0.006926
V2734          : 0.004961
V2735          : 0.004982
V2736          : -0.007788
V2737          : 0.001162
V2738          : 0.000000
V2739          : -0.002752
V2740          : 0.012928
V2741          : -0.004433
V2742          : -0.004105
V2743          : -0.000000
V2744          : -0.003788
V2745          : 0.002008
V2746          : -0.004299
V2747          : 0.003953
V2748          : -0.002151
V2749          : 0.015024
V2750          : 0.001069
V2751          : 0.003511
V2752          : 0.001379
V2753          : 0.002294
V2754          : 0.000000
V2755          : 0.002889
V2756          : -0.000000
V2757          : -0.004637
V2758          : -0.000773
V2759          : 0.005472
V2760          : -0.001248
V2761          : -0.000000
V2762          : 0.008543
V2763          : 0.004985
V2764          : 0.004182
V2765          : 0.006150
V2766          : 0.000129
V2767          : -0.000000
V2768          : 0.007953
V2769          : 0.005459
V2770          : -0.004672
V2771          : -0.001597
V2772          : -0.003200
V2773          : -0.000258
V2774          : -0.007837
V2775          : -0.004033
V2776          : -0.000000
V2777          : -0.000000
V2778          : 0.000000
V2779          : -0.000000
V2780          : -0.004178
V2781          : -0.001980
V2782          : -0.004311
V2783          : 0.002965
V2784          : 0.002164
V2785          : -0.006469
V2786          : -0.012977
V2788          : 0.006472
V2789          : -0.008059
V2790          : -0.004857
V2791          : -0.000000
V2792          : 0.003939
V2793          : 0.002340
V2794          : -0.007981
V2795          : -0.000697
V2796          : 0.000000
V2797          : -0.005928
V2798          : -0.000308
V2799          : 0.004019
V2800          : 0.007685
V2801          : -0.012705
V2802          : -0.004186
V2803          : -0.007675
V2804          : -0.006417
V2805          : 0.005294
V2806          : 0.003665
V2807          : 0.005468
V2808          : 0.009213
V2809          : -0.005162
V2810          : -0.005251
V2811          : -0.004515
V2812          : 0.004684
V2813          : 0.008257
V2814          : -0.002754
V2815          : -0.007856
V2816          : 0.005063
V2817          : 0.000967
V2818          : -0.006511
V2819          : 0.003639
V2820          : -0.002128
V2821          : 0.009522
V2822          : 0.005974
V2823          : 0.005874
V2824          : -0.000000
V2825          : -0.002023
V2826          : -0.005154
V2827          : 0.004354
V2828          : -0.006996
V2829          : -0.008863
V2831          : 0.000000
V2832          : -0.006066
V2833          : 0.003060
V2834          : 0.002793
V2835          : 0.007766
V2836          : 0.004423
V2837          : -0.000000
V2838          : -0.002362
V2839          : -0.004913
V2840          : -0.000000
V2841          : 0.000000
V2842          : -0.000000
V2843          : -0.003744
V2844          : -0.008892
V2845          : -0.001532
V2846          : -0.000000
V2847          : 0.002811
V2848          : 0.006022
V2849          : 0.003095
V2850          : -0.001998
V2851          : -0.012406
V2852          : 0.000895
V2853          : -0.005702
V2854          : 0.005593
V2855          : 0.000009
V2856          : 0.000000
V2857          : -0.002836
V2858          : -0.001818
V2859          : 0.000000
V2860          : 0.000000
V2862          : 0.007157
V2863          : 0.003668
V2864          : 0.004901
V2865          : 0.003437
V2866          : -0.004579
V2867          : 0.005380
V2868          : 0.000901
V2869          : -0.000000
V2870          : 0.013996
V2871          : 0.004496
V2872          : 0.007928
V2873          : 0.000000
V2874          : 0.013322
V2875          : -0.001215
V2876          : 0.003976
V2877          : -0.002703
V2878          : -0.000000
V2879          : -0.000000
V2880          : 0.000000
V2881          : 0.006940
V2882          : 0.004760
V2884          : 0.001798
V2885          : 0.003180
V2886          : -0.005086
V2887          : 0.002094
V2888          : -0.006556
V2889          : -0.009049
V2890          : -0.007117
V2891          : 0.005265
V2892          : 0.002104
V2894          : 0.002616
V2895          : -0.000434
V2896          : -0.004204
V2897          : 0.005075
V2898          : 0.003340
V2899          : 0.002685
V2900          : -0.001451
V2901          : -0.004450
V2902          : 0.002507
V2903          : 0.002560
V2904          : 0.005455
V2905          : 0.000000
V2907          : -0.006779
V2908          : -0.004707
V2909          : 0.000159
V2910          : -0.000000
V2912          : -0.004993
V2913          : -0.000000
V2914          : 0.006267
V2916          : 0.003305
V2917          : -0.001972
V2918          : 0.004356
V2919          : 0.010338
V2920          : 0.007027
V2923          : -0.005369
V2924          : -0.001190
V2925          : -0.005709
V2926          : 0.008545
V2927          : 0.003898
V2928          : 0.009402
V2929          : 0.000000
V2930          : -0.006335
V2931          : -0.000782
V2932          : 0.006881
V2933          : -0.001753
V2934          : 0.000000
V2935          : 0.001118
V2936          : -0.008354
V2937          : 0.000000
V2938          : 0.001038
V2939          : -0.001779
V2940          : 0.008246
V2941          : -0.001713
V2942          : -0.004833
V2943          : 0.004512
V2944          : -0.001928
V2946          : -0.005192
V2947          : -0.007952
V2948          : -0.005844
V2949          : -0.000000
V2950          : -0.008930
V2951          : 0.000000
V2952          : -0.000000
V2953          : -0.002171
V2954          : 0.009741
V2955          : -0.007832
V2956          : -0.007846
V2957          : 0.003071
V2958          : 0.002424
V2959          : 0.001480
V2960          : -0.004386
V2961          : -0.006356
V2962          : -0.000000
V2963          : 0.002451
V2964          : 0.000000
V2965          : -0.004229
V2966          : -0.000000
V2967          : -0.005412
V2968          : 0.006637
V2969          : 0.008346
V2970          : -0.005984
V2971          : -0.000000
V2972          : -0.004702
V2973          : -0.002202
V2974          : -0.000242
V2975          : -0.004135
V2976          : 0.006152
V2978          : -0.000000
V2979          : -0.006547
V2980          : -0.004782
V2981          : 0.007626
V2982          : -0.007012
V2983          : 0.002748
V2984          : 0.003961
V2985          : 0.002619
V2986          : 0.004323
V2987          : -0.007716
V2988          : -0.009067
V2989          : 0.002443
V2990          : -0.002551
V2991          : -0.001891
V2992          : -0.002311
V2994          : 0.006586
V2995          : -0.002204
V2996          : -0.005746
V2997          : -0.005068
V2998          : 0.011355
V2999          : 0.000000
V3000          : 0.003632
V3001          : -0.006072
V3002          : 0.002536
V3003          : 0.004888
V3004          : 0.007429
V3005          : 0.002757
V3006          : -0.006990
V3007          : -0.003686
V3008          : 0.003326
V3010          : 0.005215
V3011          : 0.007883
V3012          : -0.000745
V3013          : 0.005447
V3014          : -0.003933
V3015          : 0.008745
V3016          : -0.002270
V3017          : -0.001118
V3018          : 0.004034
V3019          : 0.000000
V3020          : 0.008114
V3021          : -0.000000
V3022          : -0.002184
V3024          : 0.001392
V3025          : -0.001964
V3026          : -0.005364
V3027          : 0.000192
V3028          : -0.005048
V3029          : -0.003295
V3030          : -0.000906
V3031          : 0.000000
V3032          : -0.000000
V3035          : 0.004532
V3036          : -0.007934
V3037          : -0.007637
V3038          : 0.002515
V3039          : 0.002806
V3040          : -0.007855
V3041          : 0.004026
V3042          : -0.004281
V3043          : -0.005096
V3044          : -0.007650
V3045          : -0.009163
V3046          : -0.000318
V3047          : 0.006805
V3048          : -0.000560
V3049          : 0.008591
V3050          : -0.004486

