custom_lambda_0.1292 Coefficients
==================================================
Bias Term      : 0.003473
V2675          : 0.003009
V2676          : 0.000000
V2677          : 0.002448
V2678          : 0.001296
V2679          : 0.002238
V2680          : 0.003294
V2681          : 0.005868
V2682          : -0.003804
V2683          : -0.003076
V2684          : 0.002847
V2685          : -0.004045
V2686          : -0.005639
V2687          : 0.000000
V2688          : 0.000000
V2689          : 0.003019
V2690          : -0.004029
V2691          : -0.000000
V2692          : 0.003546
V2693          : 0.000000
V2694          : 0.002855
V2695          : -0.000000
V2696          : -0.000000
V2697          : 0.002857
V2698          : 0.000000
V2699          : -0.002958
V2701          : -0.000000
V2702          : -0.008676
V2703          : 0.005263
V2704          : -0.002961
V2705          : -0.003372
V2706          : -0.003623
V2707          : 0.000000
V2708          : -0.003094
V2709          : 0.003223
V2710          : -0.002122
V2711          : 0.004274
V2712          : 0.000000
V2713          : 0.000000
V2714          : 0.000000
V2715          : -0.000306
V2716          : 0.000000
V2717          : 0.002640
V2718          : 0.003368
V2719          : -0.001320
V2720          : -0.003463
V2722          : -0.000000
V2723          : 0.000000
V2724          : 0.000000
V2725          : -0.002365
V2726          : 0.000000
V2727          : -0.002122
V2728          : -0.003148
V2729          : 0.000000
V2730          : -0.000000
V2731          : 0.000742
V2732          : -0.002787
V2733          : -0.003944
V2734          : 0.003806
V2735          : 0.003470
V2736          : -0.003128
V2737          : 0.000000
V2738          : 0.000000
V2739          : -0.000922
V2740          : 0.002454
V2741          : -0.001381
V2742          : -0.001223
V2743          : -0.000000
V2744          : -0.001194
V2745          : 0.000000
V2746          : -0.000599
V2747          : 0.002826
V2748          : -0.000000
V2749          : 0.007214
V2750          : 0.000000
V2751          : 0.002156
V2752          : 0.000000
V2753          : 0.001836
V2754          : 0.000000
V2755          : 0.000000
V2756          : -0.000000
V2757          : -0.000183
V2758          : -0.000000
V2759          : 0.003348
V2760          : -0.000000
V2761          : -0.000000
V2762          : 0.000000
V2763          : 0.003042
V2764          : 0.000000
V2765          : 0.003779
V2766          : 0.000000
V2767          : -0.000000
V2768          : 0.002569
V2769          : 0.003173
V2770          : -0.000000
V2771          : -0.000000
V2772          : -0.000000
V2773          : -0.000000
V2774          : -0.002993
V2775          : -0.000807
V2776          : -0.000000
V2777          : -0.000000
V2778          : 0.000000
V2779          : -0.000000
V2780          : -0.001163
V2781          : -0.000000
V2782          : -0.000809
V2783          : 0.001384
V2784          : 0.001906
V2785          : -0.004427
V2786          : -0.001192
V2788          : 0.000000
V2789          : -0.002752
V2790          : -0.000000
V2791          : -0.000000
V2792          : 0.000000
V2793          : 0.000000
V2794          : -0.005237
V2795          : -0.000000
V2796          : 0.000000
V2797          : -0.004057
V2798          : -0.000000
V2799          : 0.000000
V2800          : 0.002763
V2801          : -0.008374
V2802          : -0.000000
V2803          : -0.005023
V2804          : -0.000000
V2805          : 0.002574
V2806          : 0.000285
V2807          : 0.001373
V2808          : 0.001477
V2809          : -0.003280
V2810          : -0.003350
V2811          : -0.002468
V2812          : 0.003472
V2813          : 0.005012
V2814          : -0.000000
V2815          : -0.005085
V2816          : 0.000241
V2817          : 0.000000
V2818          : -0.000000
V2819          : 0.000000
V2820          : -0.000000
V2821          : 0.005356
V2822          : 0.003928
V2823          : 0.000967
V2824          : -0.000000
V2825          : -0.000147
V2826          : -0.002876
V2827          : 0.001071
V2828          : -0.003380
V2829          : -0.005664
V2831          : 0.000000
V2832          : -0.000240
V2833          : 0.002364
V2834          : 0.000000
V2835          : 0.003093
V2836          : 0.003290
V2837          : -0.000000
V2838          : -0.000000
V2839          : -0.003024
V2840          : -0.000000
V2841          : 0.000000
V2842          : -0.000000
V2843          : -0.001814
V2844          : -0.004925
V2845          : -0.000742
V2846          : -0.000000
V2847          : 0.002452
V2848          : 0.000000
V2849          : 0.002534
V2850          : -0.000000
V2851          : -0.007570
V2852          : 0.000000
V2853          : -0.002458
V2854          : 0.001898
V2855          : 0.000000
V2856          : 0.000000
V2857          : -0.000000
V2858          : -0.000000
V2859          : 0.000000
V2860          : 0.000000
V2862          : 0.004900
V2863          : 0.002665
V2864          : 0.002107
V2865          : 0.000000
V2866          : -0.002630
V2867          : 0.000000
V2868          : 0.000000
V2869          : -0.000000
V2870          : 0.000000
V2871          : 0.002137
V2872          : 0.000976
V2873          : 0.000000
V2874          : 0.000000
V2875          : -0.000000
V2876          : 0.001322
V2877          : -0.001850
V2878          : -0.000000
V2879          : -0.000000
V2880          : 0.000000
V2881          : 0.003068
V2882          : 0.002854
V2884          : 0.000000
V2885          : 0.000000
V2886          : -0.000000
V2887          : 0.000199
V2888          : -0.004487
V2889          : -0.005516
V2890          : -0.000386
V2891          : 0.002597
V2892          : 0.000000
V2894          : 0.001669
V2895          : -0.000000
V2896          : -0.002092
V2897          : 0.000000
V2898          : 0.001921
V2899          : 0.000000
V2900          : -0.000000
V2901          : -0.000000
V2902          : 0.002026
V2903          : 0.001478
V2904          : 0.004312
V2905          : 0.000000
V2907          : -0.004639
V2908          : -0.000593
V2909          : 0.000000
V2910          : -0.000000
V2912          : -0.002610
V2913          : -0.000000
V2914          : 0.004037
V2916          : 0.002765
V2917          : -0.000118
V2918          : 0.003516
V2919          : 0.000000
V2920          : 0.005812
V2923          : -0.000000
V2924          : -0.000000
V2925          : -0.002314
V2926          : 0.003699
V2927          : 0.003141
V2928          : 0.003131
V2929          : 0.000000
V2930          : -0.000505
V2931          : -0.000000
V2932          : 0.000000
V2933          : -0.000000
V2934          : 0.000000
V2935          : 0.000000
V2936          : -0.002119
V2937          : 0.000000
V2938          : 0.000000
V2939          : -0.000000
V2940          : 0.004745
V2941          : -0.000000
V2942          : -0.000171
V2943          : 0.000000
V2944          : -0.000000
V2946          : -0.003254
V2947          : -0.003079
V2948          : -0.003311
V2949          : -0.000000
V2950          : -0.003800
V2951          : 0.000000
V2952          : -0.000000
V2953          : -0.000000
V2954          : 0.001014
V2955          : -0.005296
V2956          : -0.000958
V2957          : 0.001975
V2958          : 0.000000
V2959          : 0.000440
V2960          : -0.002097
V2961          : -0.004216
V2962          : -0.000000
V2963          : 0.002064
V2964          : 0.000000
V2965          : -0.002278
V2966          : -0.000000
V2967          : -0.000000
V2968          : 0.004079
V2969          : 0.005742
V2970          : -0.000000
V2971          : -0.000000
V2972          : -0.000049
V2973          : -0.000000
V2974          : -0.000000
V2975          : -0.002429
V2976          : 0.003509
V2978          : -0.000000
V2979          : -0.002823
V2980          : -0.000000
V2981          : 0.004332
V2982          : -0.002497
V2983          : 0.002107
V2984          : 0.001897
V2985          : 0.000000
V2986          : 0.000000
V2987          : -0.000000
V2988          : -0.004087
V2989          : 0.000000
V2990          : -0.000000
V2991          : -0.000000
V2992          : -0.000000
V2994          : 0.002953
V2995          : -0.000000
V2996          : -0.002951
V2997          : -0.001239
V2998          : 0.000000
V2999          : 0.000000
V3000          : 0.001379
V3001          : -0.004156
V3002          : 0.001129
V3003          : 0.003205
V3004          : 0.004699
V3005          : 0.002368
V3006          : -0.000000
V3007          : -0.000000
V3008          : 0.002791
V3010          : 0.003387
V3011          : 0.001769
V3012          : -0.000000
V3013          : 0.003277
V3014          : -0.001892
V3015          : 0.003802
V3016          : -0.000000
V3017          : -0.000000
V3018          : 0.000981
V3019          : 0.000000
V3020          : 0.003884
V3021          : -0.000000
V3022          : -0.000760
V3024          : 0.000000
V3025          : -0.000000
V3026          : -0.000000
V3027          : 0.000000
V3028          : -0.003425
V3029          : -0.000000
V3030          : -0.000000
V3031          : 0.000000
V3032          : -0.000000
V3035          : 0.000000
V3036          : -0.001475
V3037          : -0.004902
V3038          : 0.002180
V3039          : 0.002418
V3040          : -0.001424
V3041          : 0.002858
V3042          : -0.000000
V3043          : -0.000000
V3044          : -0.001121
V3045          : -0.000000
V3046          : -0.000000
V3047          : 0.000000
V3048          : -0.000000
V3049          : 0.002380
V3050          : -0.000000

