custom_lambda_0.0008 Coefficients
==================================================
Bias Term      : 0.007752
V2675          : 0.005220
V2676          : 0.013475
V2677          : 0.004174
V2678          : 0.003539
V2679          : 0.004651
V2680          : 0.004513
V2681          : 0.008220
V2682          : -0.006526
V2683          : -0.010684
V2684          : 0.007320
V2685          : -0.007040
V2686          : -0.010259
V2687          : 0.000968
V2688          : 0.005903
V2689          : 0.010305
V2690          : -0.006911
V2691          : -0.002632
V2692          : 0.006636
V2693          : 0.000316
V2694          : 0.011805
V2695          : -0.008118
V2696          : -0.001581
V2697          : 0.004145
V2698          : 0.000018
V2699          : -0.007869
V2701          : -0.007103
V2702          : -0.018260
V2703          : 0.008471
V2704          : -0.006371
V2705          : -0.007560
V2706          : -0.006215
V2707          : 0.006148
V2708          : -0.006250
V2709          : 0.006138
V2710          : -0.004570
V2711          : 0.007859
V2712          : 0.001245
V2713          : 0.002630
V2714          : 0.002193
V2715          : -0.003158
V2716          : 0.004324
V2717          : 0.005835
V2718          : 0.008773
V2719          : -0.006563
V2720          : -0.010714
V2722          : -0.007061
V2723          : 0.012186
V2724          : 0.003206
V2725          : -0.005127
V2726          : 0.009311
V2727          : -0.012984
V2728          : -0.006944
V2729          : 0.005868
V2730          : -0.002619
V2731          : 0.008478
V2732          : -0.009005
V2733          : -0.008571
V2734          : 0.005597
V2735          : 0.005816
V2736          : -0.010359
V2737          : 0.002782
V2738          : 0.000030
V2739          : -0.003761
V2740          : 0.018706
V2741          : -0.006117
V2742          : -0.005694
V2743          : -0.002733
V2744          : -0.005219
V2745          : 0.004399
V2746          : -0.006341
V2747          : 0.004574
V2748          : -0.005265
V2749          : 0.019332
V2750          : 0.002227
V2751          : 0.004259
V2752          : 0.002386
V2753          : 0.002546
V2754          : 0.006437
V2755          : 0.006510
V2756          : -0.002669
V2757          : -0.007095
V2758          : -0.004801
V2759          : 0.006644
V2760          : -0.004787
V2761          : -0.000062
V2762          : 0.014543
V2763          : 0.006056
V2764          : 0.010410
V2765          : 0.007459
V2766          : 0.001925
V2767          : -0.003156
V2768          : 0.010923
V2769          : 0.006720
V2770          : -0.007614
V2771          : -0.012105
V2772          : -0.005731
V2773          : -0.001508
V2774          : -0.010509
V2775          : -0.005813
V2776          : -0.006349
V2777          : -0.001049
V2778          : 0.000174
V2779          : -0.006413
V2780          : -0.005841
V2781          : -0.004040
V2782          : -0.006243
V2783          : 0.003837
V2784          : 0.002307
V2785          : -0.007596
V2786          : -0.019478
V2788          : 0.012626
V2789          : -0.010987
V2790          : -0.014448
V2791          : -0.000036
V2792          : 0.006321
V2793          : 0.006239
V2794          : -0.009494
V2795          : -0.003714
V2796          : 0.000899
V2797          : -0.006960
V2798          : -0.001057
V2799          : 0.011553
V2800          : 0.010400
V2801          : -0.015094
V2802          : -0.011356
V2803          : -0.009138
V2804          : -0.010062
V2805          : 0.006794
V2806          : 0.005529
V2807          : 0.007727
V2808          : 0.013480
V2809          : -0.006200
V2810          : -0.006300
V2811          : -0.005644
V2812          : 0.005353
V2813          : 0.010048
V2814          : -0.007805
V2815          : -0.009385
V2816          : 0.007723
V2817          : 0.004686
V2818          : -0.013810
V2819          : 0.008098
V2820          : -0.003356
V2821          : 0.011819
V2822          : 0.007103
V2823          : 0.008581
V2824          : -0.002976
V2825          : -0.003058
V2826          : -0.006410
V2827          : 0.006164
V2828          : -0.008991
V2829          : -0.010628
V2831          : 0.000931
V2832          : -0.009280
V2833          : 0.003444
V2834          : 0.005988
V2835          : 0.010344
V2836          : 0.005048
V2837          : -0.003285
V2838          : -0.006956
V2839          : -0.005955
V2840          : -0.002408
V2841          : 0.004017
V2842          : -0.005139
V2843          : -0.004808
V2844          : -0.011080
V2845          : -0.001968
V2846          : -0.004966
V2847          : 0.003010
V2848          : 0.009416
V2849          : 0.003405
V2850          : -0.004714
V2851          : -0.015073
V2852          : 0.003403
V2853          : -0.007492
V2854          : 0.007631
V2855          : 0.001324
V2856          : 0.000889
V2857          : -0.004654
V2858          : -0.003761
V2859          : 0.007033
V2860          : 0.001208
V2862          : 0.008402
V2863          : 0.004221
V2864          : 0.006442
V2865          : 0.007396
V2866          : -0.005655
V2867          : 0.009584
V2868          : 0.006832
V2869          : -0.001053
V2870          : 0.021984
V2871          : 0.005797
V2872          : 0.011763
V2873          : 0.000000
V2874          : 0.021127
V2875          : -0.006074
V2876          : 0.005440
V2877          : -0.003174
V2878          : -0.001491
V2879          : -0.000335
V2880          : 0.001246
V2881          : 0.009075
V2882          : 0.005812
V2884          : 0.007408
V2885          : 0.017591
V2886          : -0.007904
V2887          : 0.003139
V2888          : -0.007697
V2889          : -0.010997
V2890          : -0.010831
V2891          : 0.006737
V2892          : 0.006674
V2894          : 0.003138
V2895          : -0.001409
V2896          : -0.005369
V2897          : 0.009561
V2898          : 0.004122
V2899          : 0.004373
V2900          : -0.011069
V2901          : -0.008281
V2902          : 0.002773
V2903          : 0.003157
V2904          : 0.006086
V2905          : 0.003123
V2907          : -0.007959
V2908          : -0.006976
V2909          : 0.001468
V2910          : -0.000754
V2912          : -0.006308
V2913          : -0.004354
V2914          : 0.007496
V2916          : 0.003604
V2917          : -0.002995
V2918          : 0.004819
V2919          : 0.016768
V2920          : 0.007697
V2923          : -0.014788
V2924          : -0.002345
V2925          : -0.007581
V2926          : 0.011218
V2927          : 0.004316
V2928          : 0.012862
V2929          : 0.000875
V2930          : -0.009550
V2931          : -0.004130
V2932          : 0.011627
V2933          : -0.003121
V2934          : 0.000356
V2935          : 0.002808
V2936          : -0.011794
V2937          : 0.004594
V2938          : 0.007253
V2939          : -0.003487
V2940          : 0.010177
V2941          : -0.002914
V2942          : -0.007405
V2943          : 0.009322
V2944          : -0.003157
V2946          : -0.006261
V2947          : -0.010639
V2948          : -0.007242
V2949          : -0.004820
V2950          : -0.011760
V2951          : 0.002874
V2952          : -0.000467
V2953          : -0.003906
V2954          : 0.014555
V2955          : -0.009231
V2956          : -0.011647
V2957          : 0.003676
V2958          : 0.004379
V2959          : 0.002054
V2960          : -0.005648
V2961          : -0.007537
V2962          : -0.000375
V2963          : 0.002664
V2964          : 0.008569
V2965          : -0.005305
V2966          : -0.001741
V2967          : -0.009832
V2968          : 0.008049
V2969          : 0.009783
V2970          : -0.010344
V2971          : -0.000208
V2972          : -0.007270
V2973          : -0.004119
V2974          : -0.004519
V2975          : -0.005077
V2976          : 0.007610
V2978          : -0.000922
V2979          : -0.008602
V2980          : -0.008195
V2981          : 0.009444
V2982          : -0.009503
V2983          : 0.003101
V2984          : 0.005099
V2985          : 0.005325
V2986          : 0.007324
V2987          : -0.015254
V2988          : -0.011814
V2989          : 0.004858
V2990          : -0.005594
V2991          : -0.003135
V2992          : -0.004238
V2994          : 0.008590
V2995          : -0.003741
V2996          : -0.007288
V2997          : -0.007180
V2998          : 0.017920
V2999          : 0.002341
V3000          : 0.004875
V3001          : -0.007129
V3002          : 0.003311
V3003          : 0.005817
V3004          : 0.008934
V3005          : 0.002972
V3006          : -0.011144
V3007          : -0.007675
V3008          : 0.003622
V3010          : 0.006223
V3011          : 0.011255
V3012          : -0.008852
V3013          : 0.006644
V3014          : -0.005058
V3015          : 0.011472
V3016          : -0.004849
V3017          : -0.004567
V3018          : 0.005718
V3019          : 0.017107
V3020          : 0.010448
V3021          : -0.000446
V3022          : -0.002970
V3024          : 0.003804
V3025          : -0.006375
V3026          : -0.009600
V3027          : 0.021253
V3028          : -0.005943
V3029          : -0.005362
V3030          : -0.003020
V3031          : 0.003672
V3032          : -0.001720
V3035          : 0.007524
V3036          : -0.011497
V3037          : -0.009145
V3038          : 0.002699
V3039          : 0.003020
V3040          : -0.011402
V3041          : 0.004671
V3042          : -0.008676
V3043          : -0.008048
V3044          : -0.011251
V3045          : -0.014575
V3046          : -0.002163
V3047          : 0.012068
V3048          : -0.003326
V3049          : 0.012018
V3050          : -0.008033

